0 0 1
0 1 0.977884
0 2 0.955772
0 3 0.933671
0 4 0.911586
0 5 0.889521
0 6 0.867481
0 7 0.845472
0 8 0.8235
0 9 0.801567
0 10 0.779681
0 11 0.757846
0 12 0.736067
0 13 0.714349
0 14 0.692697
0 15 0.671115
0 16 0.649609
0 17 0.628184
0 18 0.606842
0 19 0.58559
0 20 0.564431
0 21 0.54337
0 22 0.522409
0 23 0.501552
0 24 0.480803
0 25 0.460165
0 26 0.439639
0 27 0.419228
0 28 0.398933
0 29 0.378756
0 30 0.358696
0 31 0.338755
0 32 0.318931
0 33 0.299222
0 34 0.279628
0 35 0.260145
0 36 0.240771
0 37 0.2215
0 38 0.202329
0 39 0.183253
0 40 0.164264
0 41 0.145358
0 42 0.126525
0 43 0.10776
0 44 0.0890523
0 45 0.0703947
0 46 0.0517776
0 47 0.0331918
0 48 0.0146275
0 49 -0.00392496
0 50 -0.0224754
0 51 -0.0410336
0 52 -0.0596092
0 53 -0.0782118
0 54 -0.0968505
0 55 -0.115534
0 56 -0.134271
0 57 -0.15307
0 58 -0.171937
0 59 -0.19088
0 60 -0.209906
0 61 -0.229019
0 62 -0.248224
0 63 -0.267527
0 64 -0.28693
0 65 -0.306437
0 66 -0.326049
0 67 -0.345769
0 68 -0.365598
0 69 -0.385536
0 70 -0.405583
0 71 -0.425738
0 72 -0.446001
0 73 -0.466369
0 74 -0.486841
0 75 -0.507415
0 76 -0.528087
0 77 -0.548855
0 78 -0.569715
0 79 -0.590665
0 80 -0.611699
0 81 -0.632815
0 82 -0.654008
0 83 -0.675275
0 84 -0.69661
0 85 -0.718009
0 86 -0.739469
0 87 -0.760984
0 88 -0.78255
0 89 -0.804163
0 90 -0.825817
0 91 -0.847509
0 92 -0.869233
0 93 -0.890985
0 94 -0.91276
0 95 -0.934554
0 96 -0.956361
0 97 -0.978178
0 98 -1

1 0 1
1 1 0.977878
1 2 0.955762
1 3 0.933656
1 4 0.911565
1 5 0.889495
1 6 0.867451
1 7 0.845437
1 8 0.823459
1 9 0.801521
1 10 0.77963
1 11 0.75779
1 12 0.736006
1 13 0.714283
1 14 0.692626
1 15 0.67104
1 16 0.649529
1 17 0.628099
1 18 0.606753
